u_id,log_id,sp_id,sp_shop_id,order_id,status,date,address,payer_id,pay_id,pay_amount,refer_id,coupon,amount
CUST00003,LOGI0042,P00380,SHOP0172,ORD02735,carted,2025-01-11,"70153 Melinda Prairie Suite 325, Port Melinda, LA 24620",CUST00003,PAY00003,354,,DISC10,3
CUST00150,LOGI0023,P00899,SHOP0023,ORD02736,refunded,2025-01-15,"6356 Allen Pass Suite 760, Arianaville, WI 39519",CUST00150,PAY00150,205,,,1
CUST00212,LOGI0020,P00745,SHOP0104,ORD02737,cancelled,2025-03-27,"4381 Williams Cove Apt. 111, New Benjamin, VI 10575",CUST00212,PAY00212,390,,DISC10,1
CUST00350,LOGI0037,P00207,SHOP0007,ORD02738,cancelled,2025-04-28,"848 Cooper Lakes Suite 568, Mahoneytown, ID 56745",CUST00350,PAY00350,325,,DISC10,3
CUST00179,LOGI0023,P00498,SHOP0158,ORD02739,completed,2025-01-07,"PSC 4541, Box 6984, APO AP 35235",CUST00179,PAY00179,498,,,5
CUST00218,LOGI0038,P00734,SHOP0495,ORD02740,carted,2025-02-10,"11466 Samuel Courts, Port Charles, VT 55946",CUST00218,PAY00218,160,,,5
CUST00818,LOGI0007,P00618,SHOP0439,ORD02741,refunded,2025-05-05,"2639 Christopher Manors, Lake Laurenstad, AS 99513",CUST00818,PAY00818,269,,WELCOME5,4
CUST00690,LOGI0030,P00383,SHOP0285,ORD02742,carted,2025-03-23,"6015 Jennifer Spurs Suite 208, East Whitneyside, MO 11241",CUST00690,PAY00690,73,AFF00095,DISC10,2
CUST00752,LOGI0007,P00463,SHOP0024,ORD02743,carted,2025-03-31,"6303 Calvin Divide, North Jorgefurt, WI 84074",CUST00752,PAY00752,99,,DISC10,3
CUST00801,LOGI0002,P00787,SHOP0343,ORD02744,completed,2025-02-23,"35443 Cantrell Pines, North Sherry, KY 52148",CUST00801,PAY00801,252,,WELCOME5,4
CUST00961,LOGI0035,P00224,SHOP0232,ORD02745,cancelled,2025-04-09,"5218 Love Viaduct, Port Josephberg, GA 44120",CUST00961,PAY00961,453,,DISC10,5
CUST00719,LOGI0025,P00420,SHOP0235,ORD02746,carted,2025-01-24,"745 Hunter Corner Suite 821, Marshallstad, SD 80667",CUST00719,PAY00719,75,AFF00148,WELCOME5,3
CUST00409,LOGI0002,P00645,SHOP0097,ORD02747,carted,2025-03-09,"4850 Smith Plains, Stevensfurt, NE 10762",CUST00409,PAY00409,480,,WELCOME5,3
CUST00823,LOGI0018,P00324,SHOP0009,ORD02748,carted,2025-04-24,"0286 Carpenter Court Apt. 672, South Ianshire, DC 84590",CUST00823,PAY00823,311,,,3
CUST00675,LOGI0005,P00001,SHOP0394,ORD02749,completed,2025-03-31,"18240 Williams Island, Danielland, GU 76753",CUST00675,PAY00675,80,,WELCOME5,5
CUST00779,LOGI0010,P00840,SHOP0487,ORD02750,cancelled,2025-01-03,"5571 Michele Roads Suite 300, New Geoffreyberg, ND 53539",CUST00779,PAY00779,269,,DISC10,1
CUST00116,LOGI0005,P00093,SHOP0098,ORD02751,cancelled,2025-04-24,"587 Dennis Springs, North Michaelburgh, HI 41753",CUST00116,PAY00116,84,,DISC10,5
CUST00828,LOGI0019,P00409,SHOP0361,ORD02752,cancelled,2025-01-03,"4918 Michael Port Suite 888, Houseton, MP 56859",CUST00828,PAY00828,359,AFF00001,,4
CUST00606,LOGI0039,P00083,SHOP0406,ORD02753,completed,2025-03-08,"69223 Perkins Forest, Lake Lauraville, UT 15195",CUST00606,PAY00606,176,AFF00142,,4
CUST00117,LOGI0001,P00711,SHOP0345,ORD02754,cancelled,2025-04-25,"392 Abigail Flat Apt. 266, North Rachel, AS 10443",CUST00117,PAY00117,130,,DISC10,3
CUST00547,LOGI0020,P00969,SHOP0115,ORD02755,refunded,2025-01-01,"7167 Villa Union, Jasminefort, MP 76361",CUST00547,PAY00547,11,AFF00060,WELCOME5,2
CUST00651,LOGI0026,P00351,SHOP0002,ORD02756,refunded,2025-03-15,"1848 Christopher Spurs Suite 842, Port Roy, CO 52159",CUST00651,PAY00651,466,,,4
CUST00154,LOGI0033,P00959,SHOP0427,ORD02757,carted,2025-05-03,"68076 Jennifer Shore, Aaronberg, IA 52037",CUST00154,PAY00154,405,,DISC10,5
CUST00111,LOGI0042,P00197,SHOP0109,ORD02758,refunded,2025-02-10,"520 Harris View Apt. 516, North Lisaland, UT 83626",CUST00111,PAY00111,428,,DISC10,3
CUST00610,LOGI0022,P00372,SHOP0196,ORD02759,completed,2025-02-07,"57367 Pena Streets, Daltonberg, HI 26206",CUST00610,PAY00610,302,,DISC10,1
CUST00534,LOGI0039,P00935,SHOP0356,ORD02760,completed,2025-03-09,"1997 John Row, South Emilyport, MA 63046",CUST00534,PAY00534,71,,WELCOME5,1
CUST00735,LOGI0020,P00758,SHOP0286,ORD02761,refunded,2025-01-06,"84753 Martin Prairie, Hughesshire, OK 73671",CUST00735,PAY00735,421,,WELCOME5,2
CUST00880,LOGI0009,P00763,SHOP0392,ORD02762,carted,2025-03-18,"PSC 2290, Box 1013, APO AE 80394",CUST00880,PAY00880,72,AFF00078,,5
CUST00514,LOGI0043,P00098,SHOP0242,ORD02763,refunded,2025-04-01,"209 Ortiz Vista, Jerryberg, NV 67666",CUST00514,PAY00514,167,AFF00293,WELCOME5,5
CUST00817,LOGI0033,P00255,SHOP0093,ORD02764,refunded,2025-01-11,"42542 Christopher Drives, Bradleyview, IN 75782",CUST00817,PAY00817,351,,,1
CUST00865,LOGI0032,P00744,SHOP0097,ORD02765,cancelled,2025-04-12,"Unit 7300 Box 3882, DPO AP 26489",CUST00865,PAY00865,136,,WELCOME5,1
CUST00342,LOGI0019,P00497,SHOP0176,ORD02766,carted,2025-03-02,"447 Benjamin Plaza Apt. 165, New Shelby, IL 00556",CUST00342,PAY00342,212,AFF00009,DISC10,1
CUST00867,LOGI0004,P00318,SHOP0157,ORD02767,refunded,2025-02-03,"227 Sherri Village, Choiborough, NE 56468",CUST00867,PAY00867,321,,DISC10,2
CUST00595,LOGI0015,P00035,SHOP0055,ORD02768,refunded,2025-04-16,"9839 Joseph Mills Suite 138, Bishopburgh, AL 37369",CUST00595,PAY00595,377,AFF00294,WELCOME5,1
CUST00112,LOGI0035,P00549,SHOP0376,ORD02769,completed,2025-02-27,"289 Raymond Knoll Apt. 826, New Heidi, LA 87253",CUST00112,PAY00112,449,,WELCOME5,4
CUST00896,LOGI0031,P00995,SHOP0383,ORD02770,carted,2025-04-21,"2787 Robinson Ford, Lewisview, IA 42259",CUST00896,PAY00896,78,,DISC10,5
CUST00807,LOGI0018,P00464,SHOP0423,ORD02771,completed,2025-04-29,"1842 Stacy Turnpike Suite 719, Jeffreybury, TN 75154",CUST00807,PAY00807,219,,DISC10,1
CUST00772,LOGI0048,P00648,SHOP0276,ORD02772,cancelled,2025-02-01,"274 Tracey Lake Suite 801, Benjaminborough, FL 16683",CUST00772,PAY00772,313,,,1
CUST00804,LOGI0044,P00461,SHOP0456,ORD02773,carted,2025-02-03,"USS Nelson, FPO AP 77642",CUST00804,PAY00804,355,AFF00264,WELCOME5,4
CUST00834,LOGI0005,P00824,SHOP0205,ORD02774,refunded,2025-03-07,"21331 Clements Track, South Jamiebury, IN 52934",CUST00834,PAY00834,467,AFF00053,DISC10,3
CUST00866,LOGI0009,P00158,SHOP0051,ORD02775,completed,2025-04-03,"7891 Grimes Plaza Suite 803, Benjaminchester, WA 17552",CUST00866,PAY00866,252,,WELCOME5,4
CUST00664,LOGI0014,P00825,SHOP0089,ORD02776,completed,2025-03-15,"Unit 9662 Box 0461, DPO AA 61001",CUST00664,PAY00664,304,AFF00014,WELCOME5,3
CUST00151,LOGI0041,P00598,SHOP0073,ORD02777,cancelled,2025-01-07,"77036 David Spur, Lake Lori, CA 98548",CUST00151,PAY00151,456,,WELCOME5,1
CUST00050,LOGI0031,P00953,SHOP0205,ORD02778,completed,2025-04-22,"2103 Nathaniel Grove Apt. 460, Thomaston, LA 21933",CUST00050,PAY00050,190,AFF00008,,1
CUST00822,LOGI0009,P00272,SHOP0093,ORD02779,carted,2025-02-15,"43068 Castillo Mews Suite 754, Davidport, VT 79441",CUST00822,PAY00822,266,,,3
CUST00648,LOGI0024,P00841,SHOP0118,ORD02780,carted,2025-02-16,"81136 Perez Fields, Richardville, WA 78229",CUST00648,PAY00648,237,,DISC10,5
CUST00667,LOGI0013,P00409,SHOP0268,ORD02781,refunded,2025-04-09,"14976 Lopez Route, North Michelleberg, MP 29646",CUST00667,PAY00667,151,,WELCOME5,2
CUST00424,LOGI0037,P00993,SHOP0092,ORD02782,completed,2025-03-11,"PSC 6949, Box 4770, APO AP 89672",CUST00424,PAY00424,433,,DISC10,5
CUST00893,LOGI0014,P00945,SHOP0452,ORD02783,refunded,2025-01-26,"9313 Natasha Fort, Barrettberg, KY 46565",CUST00893,PAY00893,389,,WELCOME5,5
CUST00599,LOGI0005,P00371,SHOP0277,ORD02784,completed,2025-03-12,"0618 Dougherty Avenue, Johnsonville, LA 63091",CUST00599,PAY00599,97,,WELCOME5,2
CUST00384,LOGI0049,P00715,SHOP0009,ORD02785,completed,2025-04-26,"PSC 4858, Box 9044, APO AA 41266",CUST00384,PAY00384,487,,,1
CUST00669,LOGI0023,P00002,SHOP0364,ORD02786,refunded,2025-01-13,"5920 Amy Centers, New Meagantown, KY 06154",CUST00669,PAY00669,44,AFF00084,WELCOME5,3
CUST00653,LOGI0010,P00939,SHOP0480,ORD02787,completed,2025-04-19,"1479 Jeremy Glens, East Brian, NH 39249",CUST00653,PAY00653,181,,,5
CUST00163,LOGI0028,P00712,SHOP0148,ORD02788,refunded,2025-03-28,"2292 Robert Square Suite 954, Maloneberg, ND 37732",CUST00163,PAY00163,162,AFF00288,WELCOME5,1
CUST00243,LOGI0026,P00795,SHOP0433,ORD02789,refunded,2025-01-25,"74569 Abigail Mountain Suite 142, Sonyashire, SC 16244",CUST00243,PAY00243,212,,WELCOME5,4
CUST00308,LOGI0042,P00390,SHOP0407,ORD02790,completed,2025-03-04,"96730 Luis Motorway Apt. 646, South Melissa, TX 34364",CUST00308,PAY00308,26,,DISC10,3
CUST00893,LOGI0039,P00397,SHOP0249,ORD02791,cancelled,2025-02-05,"9313 Natasha Fort, Barrettberg, KY 46565",CUST00893,PAY00893,361,,WELCOME5,1
CUST00445,LOGI0024,P00478,SHOP0480,ORD02792,carted,2025-03-31,"9536 Michael Rue, Lake Patrick, OH 99125",CUST00445,PAY00445,62,,,5
CUST00609,LOGI0022,P00261,SHOP0070,ORD02793,refunded,2025-02-22,"9500 Mendoza Summit, New Nicholas, MN 68132",CUST00609,PAY00609,175,,,2
CUST00548,LOGI0015,P00598,SHOP0039,ORD02794,carted,2025-04-14,"63830 Fisher Forges, East Duane, VT 79688",CUST00548,PAY00548,390,AFF00200,,5
CUST00556,LOGI0009,P00631,SHOP0013,ORD02795,completed,2025-03-24,"311 Derek Common, New Phillip, SD 98896",CUST00556,PAY00556,300,,,1
CUST00777,LOGI0010,P00063,SHOP0305,ORD02796,refunded,2025-04-04,"931 Kristin Circles Apt. 437, Port Pamelamouth, IN 04432",CUST00777,PAY00777,402,,,2
CUST00628,LOGI0013,P00026,SHOP0261,ORD02797,completed,2025-03-11,"684 Stewart Knolls, West Brandy, MN 53547",CUST00628,PAY00628,184,,WELCOME5,4
CUST00570,LOGI0049,P00189,SHOP0148,ORD02798,completed,2025-05-02,"46944 Jonathan Squares, North Gabrielle, FL 14475",CUST00570,PAY00570,33,,WELCOME5,5
CUST00207,LOGI0038,P00961,SHOP0136,ORD02799,carted,2025-02-25,"315 Pennington Drive, Mcfarlandton, AL 04604",CUST00207,PAY00207,343,,WELCOME5,1
CUST00696,LOGI0048,P00958,SHOP0078,ORD02800,refunded,2025-01-10,"09092 Marcus Flat, Port Jesusfort, FL 46686",CUST00696,PAY00696,400,,,1
CUST00432,LOGI0027,P00939,SHOP0347,ORD02801,completed,2025-05-05,"72108 Valerie Garden Suite 403, South Sharonburgh, CO 53580",CUST00432,PAY00432,374,AFF00146,DISC10,2
CUST00860,LOGI0037,P00463,SHOP0329,ORD02802,completed,2025-03-19,"179 Michael Center Apt. 280, South Larryville, NH 73641",CUST00860,PAY00860,425,AFF00247,,3
CUST00122,LOGI0014,P00254,SHOP0250,ORD02803,carted,2025-04-14,"9437 Jones Rue Apt. 997, Rogersview, MP 29234",CUST00122,PAY00122,344,,,2
CUST00314,LOGI0009,P00318,SHOP0150,ORD02804,completed,2025-03-24,"2074 Schneider Turnpike, Johnstontown, NJ 44601",CUST00314,PAY00314,20,,WELCOME5,2
CUST00762,LOGI0019,P00466,SHOP0119,ORD02805,completed,2025-04-21,"Unit 7729 Box 4152, DPO AE 91980",CUST00762,PAY00762,393,AFF00141,DISC10,1
CUST00508,LOGI0021,P00299,SHOP0481,ORD02806,completed,2025-04-21,"Unit 8647 Box 2961, DPO AP 61378",CUST00508,PAY00508,444,AFF00221,,3
CUST00305,LOGI0013,P00320,SHOP0021,ORD02807,refunded,2025-02-06,"PSC 0731, Box 4753, APO AP 83895",CUST00305,PAY00305,500,AFF00204,DISC10,5
CUST00466,LOGI0017,P00677,SHOP0189,ORD02808,refunded,2025-02-08,"13270 Mack Square Suite 766, Lawsonhaven, NY 67938",CUST00466,PAY00466,49,,,4
CUST00360,LOGI0020,P00343,SHOP0280,ORD02809,refunded,2025-04-18,"USNV Buck, FPO AP 40616",CUST00360,PAY00360,409,,DISC10,5
CUST00731,LOGI0033,P00436,SHOP0351,ORD02810,refunded,2025-02-27,"46996 Thomas Shore Suite 891, West Larry, TX 43711",CUST00731,PAY00731,106,,DISC10,3
CUST00337,LOGI0021,P00658,SHOP0390,ORD02811,cancelled,2025-01-30,"456 Wheeler Forge, Port Alanstad, VT 66210",CUST00337,PAY00337,105,AFF00022,WELCOME5,3
CUST00445,LOGI0010,P00135,SHOP0237,ORD02812,carted,2025-01-26,"9536 Michael Rue, Lake Patrick, OH 99125",CUST00445,PAY00445,428,,DISC10,4
CUST00988,LOGI0007,P00729,SHOP0476,ORD02813,refunded,2025-01-07,"Unit 8665 Box 6222, DPO AE 25485",CUST00988,PAY00988,265,AFF00246,DISC10,1
CUST00233,LOGI0039,P00627,SHOP0489,ORD02814,refunded,2025-02-15,"4455 Lawrence Wells Apt. 999, North Lawrence, OK 20508",CUST00233,PAY00233,349,,DISC10,4
CUST00791,LOGI0039,P00140,SHOP0155,ORD02815,carted,2025-01-25,"850 Kirk Shoal, North Christian, GU 31909",CUST00791,PAY00791,40,,DISC10,2
CUST00261,LOGI0005,P00661,SHOP0266,ORD02816,completed,2025-01-01,"Unit 0945 Box 3476, DPO AP 25314",CUST00261,PAY00261,470,AFF00075,WELCOME5,5
CUST00036,LOGI0033,P00011,SHOP0281,ORD02817,carted,2025-01-24,"345 Parrish Orchard, Hernandezport, GU 64650",CUST00036,PAY00036,120,,WELCOME5,2
CUST00140,LOGI0037,P00289,SHOP0459,ORD02818,carted,2025-04-28,"55966 Stanley Gardens, Brianside, GA 49045",CUST00140,PAY00140,324,,,1
CUST00235,LOGI0007,P00297,SHOP0211,ORD02819,cancelled,2025-04-27,"32972 Barry Spring Suite 470, Molinahaven, MI 68381",CUST00235,PAY00235,329,,,4
CUST00444,LOGI0032,P00954,SHOP0285,ORD02820,refunded,2025-01-03,"415 Patricia Inlet, North Sydneyborough, MD 36343",CUST00444,PAY00444,315,,DISC10,2
CUST00352,LOGI0009,P00233,SHOP0342,ORD02821,cancelled,2025-03-07,"4664 Cameron Track, West Josebury, ID 09503",CUST00352,PAY00352,44,,,4
CUST00797,LOGI0044,P00362,SHOP0450,ORD02822,refunded,2025-01-01,"PSC 3113, Box 0779, APO AE 31945",CUST00797,PAY00797,384,AFF00288,WELCOME5,5
CUST00465,LOGI0040,P00199,SHOP0169,ORD02823,refunded,2025-02-11,"89531 Hudson Crossing Apt. 189, North Jamesville, OK 71525",CUST00465,PAY00465,467,,WELCOME5,3
CUST00671,LOGI0016,P00259,SHOP0357,ORD02824,refunded,2025-04-22,"616 Karen Junctions, Rachelburgh, DE 63481",CUST00671,PAY00671,32,,DISC10,2
CUST00610,LOGI0043,P00672,SHOP0281,ORD02825,carted,2025-01-18,"57367 Pena Streets, Daltonberg, HI 26206",CUST00610,PAY00610,174,AFF00097,WELCOME5,3
CUST00634,LOGI0001,P00192,SHOP0043,ORD02826,carted,2025-01-02,"PSC 8433, Box 7546, APO AP 82549",CUST00634,PAY00634,274,,WELCOME5,2
CUST00790,LOGI0001,P00002,SHOP0282,ORD02827,completed,2025-02-12,"406 Tanya Ports Suite 557, West Marvinport, MP 32603",CUST00790,PAY00790,133,AFF00103,WELCOME5,4
CUST00349,LOGI0002,P00435,SHOP0088,ORD02828,cancelled,2025-04-11,"33790 Gregory Bypass, Parksland, MN 12480",CUST00349,PAY00349,494,,WELCOME5,5
CUST00091,LOGI0013,P00101,SHOP0391,ORD02829,carted,2025-04-12,"744 Zavala Mews Apt. 753, New Jimmy, MI 55779",CUST00091,PAY00091,47,,WELCOME5,1
CUST00052,LOGI0039,P00007,SHOP0202,ORD02830,carted,2025-02-12,"PSC 0198, Box 9574, APO AP 31140",CUST00052,PAY00052,215,,WELCOME5,4
CUST00320,LOGI0045,P00920,SHOP0337,ORD02831,refunded,2025-02-17,"19182 Murphy Track, West Christopherfurt, PA 06546",CUST00320,PAY00320,200,,,2
CUST00892,LOGI0001,P00908,SHOP0355,ORD02832,carted,2025-02-25,"8408 Kathleen Flat, Virginiaberg, RI 44652",CUST00892,PAY00892,58,,WELCOME5,5
CUST00245,LOGI0000,P00215,SHOP0220,ORD02833,completed,2025-02-07,"PSC 7239, Box 0176, APO AE 16506",CUST00245,PAY00245,23,,DISC10,5
CUST00149,LOGI0010,P00711,SHOP0199,ORD02834,cancelled,2025-02-02,"42015 Michael Island Suite 554, West Michaelbury, KY 49873",CUST00149,PAY00149,265,,WELCOME5,4
CUST00938,LOGI0005,P00876,SHOP0043,ORD02835,carted,2025-04-03,"7125 Ashley Grove Suite 680, South Patricialand, NY 94815",CUST00938,PAY00938,141,AFF00137,WELCOME5,4
CUST00837,LOGI0020,P00091,SHOP0430,ORD02836,completed,2025-03-16,"1107 Cole Fork Apt. 011, South Amymouth, CA 69847",CUST00837,PAY00837,72,,,5
CUST00905,LOGI0042,P00775,SHOP0356,ORD02837,cancelled,2025-03-25,"4216 Andre Village, Hatfieldland, DC 63264",CUST00905,PAY00905,241,,DISC10,5
CUST00967,LOGI0010,P00734,SHOP0176,ORD02838,carted,2025-05-02,"46732 Wright Ridge Apt. 393, Sarahfurt, MN 31864",CUST00967,PAY00967,311,,,2
CUST00918,LOGI0002,P00527,SHOP0314,ORD02839,carted,2025-03-28,"146 Sheri Mall Suite 493, West Jameschester, NE 38505",CUST00918,PAY00918,118,,DISC10,4
CUST00020,LOGI0013,P00284,SHOP0123,ORD02840,completed,2025-03-15,"090 Sims Rapid Apt. 839, Port Patricia, LA 01911",CUST00020,PAY00020,475,,,4
CUST00693,LOGI0029,P00426,SHOP0258,ORD02841,completed,2025-01-16,"PSC 3302, Box 3412, APO AE 42017",CUST00693,PAY00693,23,,WELCOME5,3
CUST00274,LOGI0010,P00920,SHOP0463,ORD02842,refunded,2025-03-14,"0006 Rivera Port Apt. 698, North Courtney, LA 25809",CUST00274,PAY00274,217,,WELCOME5,4
CUST00925,LOGI0012,P00563,SHOP0237,ORD02843,carted,2025-03-29,"0158 Matthew Valleys Apt. 512, Paulborough, OR 12087",CUST00925,PAY00925,283,AFF00180,DISC10,4
CUST00398,LOGI0049,P00029,SHOP0416,ORD02844,carted,2025-03-31,"076 Pennington Turnpike, Lowebury, ID 86815",CUST00398,PAY00398,60,,,4
CUST00771,LOGI0043,P00639,SHOP0195,ORD02845,completed,2025-03-09,"9244 Susan Valley Suite 447, Port Carlland, VI 68956",CUST00771,PAY00771,452,,DISC10,1
CUST00857,LOGI0024,P00425,SHOP0333,ORD02846,completed,2025-04-10,"0800 Gonzalez Rue, Morganborough, NM 63790",CUST00857,PAY00857,28,,,4
CUST00390,LOGI0038,P00260,SHOP0312,ORD02847,cancelled,2025-04-05,"9224 Chad Brook, Downsport, WI 65047",CUST00390,PAY00390,10,AFF00285,WELCOME5,3
CUST00856,LOGI0013,P00172,SHOP0404,ORD02848,cancelled,2025-02-04,"Unit 8150 Box 3065, DPO AP 92894",CUST00856,PAY00856,100,,DISC10,5
CUST00529,LOGI0007,P00795,SHOP0354,ORD02849,carted,2025-03-19,"2389 Tyler Stravenue, Bradleyshire, HI 62083",CUST00529,PAY00529,244,AFF00171,DISC10,3
CUST00864,LOGI0037,P00671,SHOP0141,ORD02850,carted,2025-02-11,"98197 Phillips Loop, Paulstad, UT 31186",CUST00864,PAY00864,424,,DISC10,4
CUST00203,LOGI0034,P00301,SHOP0026,ORD02851,refunded,2025-02-25,"1835 Nguyen Glens, East Theresa, PA 28780",CUST00203,PAY00203,261,,DISC10,5
CUST00811,LOGI0029,P00563,SHOP0043,ORD02852,refunded,2025-04-04,"4888 Cole Ports Apt. 005, Taylorbury, UT 33459",CUST00811,PAY00811,212,,DISC10,1
CUST00778,LOGI0043,P00679,SHOP0282,ORD02853,carted,2025-01-03,"Unit 9343 Box 3256, DPO AP 70712",CUST00778,PAY00778,132,,DISC10,2
CUST00142,LOGI0046,P00322,SHOP0460,ORD02854,carted,2025-05-04,"PSC 4661, Box 8248, APO AA 71423",CUST00142,PAY00142,82,,,4
CUST00523,LOGI0039,P00753,SHOP0066,ORD02855,completed,2025-01-05,"61779 Melton Parkways Suite 185, North Michael, MI 57415",CUST00523,PAY00523,431,AFF00092,,2
CUST00105,LOGI0000,P00828,SHOP0049,ORD02856,cancelled,2025-01-04,"702 Moran Station, Matthewfort, OR 17798",CUST00105,PAY00105,321,,WELCOME5,4
CUST00727,LOGI0029,P00902,SHOP0388,ORD02857,refunded,2025-04-10,"93408 Parker Brook, West Rebecca, MN 30830",CUST00727,PAY00727,304,,DISC10,4
CUST00140,LOGI0046,P00377,SHOP0318,ORD02858,carted,2025-02-15,"55966 Stanley Gardens, Brianside, GA 49045",CUST00140,PAY00140,165,AFF00145,WELCOME5,2
CUST00034,LOGI0019,P00942,SHOP0075,ORD02859,cancelled,2025-03-26,"530 Duran Rest, Valdezhaven, MO 59613",CUST00034,PAY00034,183,,WELCOME5,1
CUST00400,LOGI0017,P00935,SHOP0081,ORD02860,cancelled,2025-01-08,"931 Williams Coves Suite 305, New Sara, KS 31564",CUST00400,PAY00400,265,,DISC10,3
CUST00465,LOGI0043,P00951,SHOP0296,ORD02861,refunded,2025-02-24,"89531 Hudson Crossing Apt. 189, North Jamesville, OK 71525",CUST00465,PAY00465,328,AFF00085,,4
CUST00310,LOGI0030,P00108,SHOP0146,ORD02862,cancelled,2025-05-08,"785 Heidi Brooks, Lefurt, RI 70534",CUST00310,PAY00310,382,,,3
CUST00162,LOGI0045,P00775,SHOP0236,ORD02863,cancelled,2025-01-26,"130 Jack Junctions Suite 748, Angelaview, NY 97846",CUST00162,PAY00162,79,,DISC10,3
CUST00302,LOGI0010,P00041,SHOP0097,ORD02864,cancelled,2025-04-05,"USS Huang, FPO AE 31406",CUST00302,PAY00302,383,AFF00224,,4
CUST00068,LOGI0010,P00290,SHOP0045,ORD02865,refunded,2025-02-25,"978 Lopez Fords Apt. 408, New Jamesburgh, IA 96807",CUST00068,PAY00068,185,AFF00265,WELCOME5,5
CUST00533,LOGI0003,P00394,SHOP0158,ORD02866,refunded,2025-02-06,"USCGC Murphy, FPO AP 99059",CUST00533,PAY00533,59,,WELCOME5,5
CUST00058,LOGI0010,P00105,SHOP0434,ORD02867,refunded,2025-01-15,"3477 Anthony Streets, Brianville, DC 73935",CUST00058,PAY00058,291,AFF00257,DISC10,4
CUST00117,LOGI0039,P00336,SHOP0331,ORD02868,cancelled,2025-02-09,"392 Abigail Flat Apt. 266, North Rachel, AS 10443",CUST00117,PAY00117,20,,DISC10,5
CUST00375,LOGI0011,P00971,SHOP0128,ORD02869,refunded,2025-03-07,"PSC 3461, Box 8825, APO AP 77423",CUST00375,PAY00375,39,AFF00153,,5
CUST00569,LOGI0030,P00959,SHOP0420,ORD02870,carted,2025-01-16,"44837 Mack Village, Jamesstad, AL 15513",CUST00569,PAY00569,192,AFF00262,WELCOME5,2
CUST00540,LOGI0001,P00056,SHOP0199,ORD02871,cancelled,2025-01-04,"3843 Hall Loaf, North Ianberg, OR 56511",CUST00540,PAY00540,402,,DISC10,3
CUST00425,LOGI0010,P00255,SHOP0090,ORD02872,refunded,2025-02-24,"348 Andrew Course Apt. 803, Port Adamstad, AS 33612",CUST00425,PAY00425,405,,,5
CUST00825,LOGI0036,P00548,SHOP0428,ORD02873,cancelled,2025-01-02,"3582 Daniel Shoal Suite 201, Port Zacharyland, VT 78923",CUST00825,PAY00825,163,,WELCOME5,3
CUST00447,LOGI0009,P00492,SHOP0441,ORD02874,refunded,2025-04-28,"5343 Debra Park, Batesberg, NY 51870",CUST00447,PAY00447,271,AFF00076,,4
CUST00091,LOGI0014,P00284,SHOP0426,ORD02875,completed,2025-04-11,"744 Zavala Mews Apt. 753, New Jimmy, MI 55779",CUST00091,PAY00091,242,,DISC10,5
CUST00606,LOGI0002,P00849,SHOP0278,ORD02876,carted,2025-04-29,"69223 Perkins Forest, Lake Lauraville, UT 15195",CUST00606,PAY00606,497,,DISC10,5
CUST00695,LOGI0049,P00115,SHOP0322,ORD02877,refunded,2025-05-06,"57794 Susan Springs, South Johnny, WA 27786",CUST00695,PAY00695,137,,DISC10,4
CUST00944,LOGI0019,P00597,SHOP0036,ORD02878,refunded,2025-01-03,"PSC 1530, Box 9082, APO AE 71456",CUST00944,PAY00944,226,,,1
CUST00191,LOGI0008,P00934,SHOP0046,ORD02879,refunded,2025-01-28,"246 Amanda Walks Suite 778, Port William, PW 68502",CUST00191,PAY00191,398,,DISC10,2
CUST00949,LOGI0023,P00279,SHOP0272,ORD02880,cancelled,2025-02-06,"9094 Sabrina Radial Apt. 497, Lisaport, VI 29526",CUST00949,PAY00949,116,,DISC10,3
CUST00302,LOGI0005,P00649,SHOP0091,ORD02881,refunded,2025-01-21,"USS Huang, FPO AE 31406",CUST00302,PAY00302,244,,,2
CUST00192,LOGI0017,P00937,SHOP0232,ORD02882,completed,2025-05-01,"75178 Tammy Court, New Annette, WV 70356",CUST00192,PAY00192,179,,,4
CUST00787,LOGI0022,P00705,SHOP0036,ORD02883,refunded,2025-01-04,"75173 Noble Rapids, Huntborough, HI 74715",CUST00787,PAY00787,324,AFF00049,,3
CUST00024,LOGI0028,P00252,SHOP0355,ORD02884,refunded,2025-02-22,"PSC 7914, Box 2193, APO AP 53378",CUST00024,PAY00024,203,,,2
CUST00713,LOGI0013,P00919,SHOP0268,ORD02885,refunded,2025-02-28,"7940 Clark Ports Suite 556, West Tiffany, MT 77703",CUST00713,PAY00713,73,AFF00290,,4
CUST00256,LOGI0044,P00320,SHOP0069,ORD02886,cancelled,2025-03-08,"021 Tate Wall, South Daniel, CO 14557",CUST00256,PAY00256,28,,,5
CUST00653,LOGI0039,P00968,SHOP0088,ORD02887,refunded,2025-01-10,"1479 Jeremy Glens, East Brian, NH 39249",CUST00653,PAY00653,495,,,2
CUST00906,LOGI0008,P00624,SHOP0173,ORD02888,completed,2025-05-07,"519 Christine Views, West Vanessabury, AS 71833",CUST00906,PAY00906,242,,,2
CUST00505,LOGI0014,P00656,SHOP0196,ORD02889,refunded,2025-02-28,"246 Melissa Point, Lake James, PA 01479",CUST00505,PAY00505,181,,,5
CUST00557,LOGI0028,P00110,SHOP0045,ORD02890,completed,2025-02-24,"26674 Nicholas Crossroad, Hensleyton, MT 59930",CUST00557,PAY00557,187,,,5
